density,burnt
81,0.998676134
81,0.998919957
81,0.999032297
81,0.998309383
82,0.997607942
82,0.997467133
82,0.9969865
82,0.99832736
82,0.997222558
82,0.993327773
82,0.99785049
82,0.997609371
82,0.998212796
82,0.998441434
83,0.998826567
83,0.998818107
83,0.997867804
83,0.998573975
83,0.998583402
83,0.998698841
83,0.998469688
83,0.99857685
83,0.999172088
83,0.998581393
84,0.998716902
84,0.999183292
84,0.998824636
84,0.998350224
84,0.999186992
84,0.998482195
84,0.998721525
84,0.999063122
84,0.99811543
84,0.998839369
85,0.999189815
85,0.998158379
85,0.99907781
85,0.999771167
85,0.998958695
85,0.999076532
85,0.999190283
85,0.999304106
85,0.999538958
85,0.998612877
86,0.999772908
86,0.999429159
86,0.999317095
86,0.999886079
86,0.999772469
86,0.999771768
86,0.999658548
86,0.999660018
86,0.999658664
86,0.999433107
87,1
87,0.999547869
87,0.999432399
87,0.999210467
87,0.999774673
87,0.999547153
87,0.999432012
87,0.999208503
87,0.999664767
87,0.999886634
88,0.999445922
88,0.999551469
88,0.999776586
88,0.999444444
88,0.999666296
88,0.999777555
88,0.999778197
88,0.999330208
88,0.999443393
88,0.999888741
89,0.999889977
89,1
89,0.999671341
89,0.999668655
89,0.999780678
89,0.999889246
89,0.99944861
89,0.999890291
89,0.999889819
89,0.999889221
90,0.999782939
90,0.99967409
90,0.999890495
90,1
90,0.99989077
90,0.999672453
90,0.999564507
90,1
90,1
90,1
91,0.999782609
91,0.999892577
91,0.999783807
91,0.99989181
91,0.999785016
91,0.99989223
91,1
91,0.999892415
91,0.99989181
91,1
92,0.999892807
92,1
92,1
92,1
92,1
92,1
92,1
92,0.999893197
92,0.999893787
92,0.999785707
93,0.999894415
93,1
93,1
93,0.999894526
93,0.99989457
93,1
93,1
93,1
93,1
93,1
94,1
94,1
94,0.999791275
94,1
94,1
94,1
94,1
94,1
94,1
94,0.999895812
95,1
95,1
95,1
95,1
95,1
95,1
95,1
95,1
95,1
95,0.999587586
96,0.99989752
96,1
96,1
96,1
96,1
96,1
96,1
96,1
96,1
96,1
97,1
97,1
97,1
97,1
97,1
97,1
97,1
97,1
97,1
97,1
98,1
98,1
98,1
98,1
98,1
98,1
98,1
98,1
98,1
98,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
100,1
100,1
100,1
100,1
100,1
100,1
100,1
100,1
100,1
100,1
